87,91
87,22
87,74
87,16
87,81
87,95
88,83
88,84
88,85
88,86
88,87
88,89
88,90
88,91
88,92
88,93
88,60
89,84
89,85
89,86
89,87
89,88
89,90
89,92
89,93
89,70
89,52
89,36
90,86
90,87
90,88
90,89
90,93
90,95
90,32
90,50
90,47
90,18
91,86
91,87
91,88
91,92
91,93
91,94
91,95
91,20
91,99
92,88
92,89
92,91
92,93
92,94
92,95
92,96
92,97
92,42
92,71
93,88
93,89
93,90
93,91
93,92
93,94
93,96
93,98
94,91
94,92
94,93
94,95
94,96
94,97
94,98
94,99
94,18
95,90
95,91
95,92
95,94
95,99
95,7
95,87
95,35
95,27
96,92
96,93
96,94
96,97
96,98
96,99
96,0
96,1
96,59
96,11
97,92
97,94
97,96
97,98
97,99
97,0
97,2
97,80
97,74
97,81
98,93
98,94
98,96
98,97
98,99
98,0
98,1
98,2
98,3
98,4
99,94
99,95
99,96
99,97
99,98
99,0
99,1
99,2
99,3
99,4
99,91
